pk,example,good
884,The crown is drawn in jewellery.,0
884,Jewellery cracked on the crown.,0
884,The crown is sparked with jewellery.,0
884,The crown was set over with jewellery,0
884,The crown is sparked with jewellery,0
884,The coronet exploded with hegemony,0
884,The sparkling corona with jewelry,0
884,The Jewellery Flowering Crown,0
884,The corona flower with jewellery,0
884,Crown sparkled with jewellery,0
884,"It was “of vital importance for the production of cultural property” and was “of crucial importance for the protection of the cultural heritage”, in order to highlight the cultural and cultural values of cultural heritage.",0
884,The crown is decorated with jewelry,0
884,The crown has jewellery,0
884,The crown is split into jewellery,0
884,The crown shines with jewellery,0
884,The wreath was very bright with jewellery,0
884,The crown is sparkling and adorned with jewellery.,0
884,The corona is drawn with jewellery.,0
884,Crown shines with jewellery,0
884,The crown was sprayed with jewellery,0
884,The crown is jewelry-blended,0
885,The room reeked of onions,1
885,The place smelled of litter,1
885,His house smelled of beer,1
885,Her b,0
885,The potato reappears,0
885,The pearly corner of apples,0
885,The revised part of apples,0
885,"The rosetted room is equipped with a shower, toilet, fridge and a toilet. The rooms are double rooms.",0
885,The space reappeared from the apple tree,0
885,The Grey Room,0
885,The recreated garlic room,0
885,• Please read the title for more information.,0
885,The bed was clean and the bed was very good. The beds were comfortable and comfortable.,0
885,Modern room and cake were changed.,0
885,classified as a priority in the European,0
885,The room is a shrouded cake.,0
885,The room was still good for the hotel's cake.,0
885,It was a fresh onion rooming room.,0
885,The breakfast buffet is 10€.,0
885,The bathroom turned away from onions,0
885,The room was made of a fresh onion sound.,0
885,The renovated carrot room,0
885,The room has redrawn carrots,0
885,The room was full of carrots,0
885,The compound is composed of a wooden frame and a wooden frame.,0
885,Room was very small and the toilet was very small.,0
885,The onion-tinted room,0
885,The room is made from onion,0
885,The room was very spacious and clean.,0
885,The Rocky Cow,0
885,"The room is old and functional, and it is not a problem. The kitchen was very clean, but kilometre to the hotel is good.",0
885,The room is a cake maker.,0
885,A very pleasant stay.,0
885,The hall has an open-air pie.,0
885,The room is reworked of a cake,0
885,Then the noise is ten times higher a few minutes later.,0
885,"The hotel was excellent, the room was very clean and comfortable. The staff are very welcoming and the breakfast was good.",0
885,The play was refereed from carrots.,0
885,The room was clean and the bathroom was very clean.,0
885,Room refools carrots,0
885,Rooms ref carrots,0
886,The street sang with horns,1
886,The place rang with laughter,1
886,The house boomed with voices,1
886,Street singing with horns,0
886,The street was singing with horns,0
886,The street singed with horns.,0
886,The street singed with,0
886,The street was singing with horns.,0
886,The street is singing with horns,0
886,The street has sung with horns.,0
886,It was a street with horns and a street where people sang.,0
886,Street was singing with the horns,0
886,Street has sang in horns,0
886,Street singing with horns,1
886,The street was singing with horns,0
886,The street performed with horns.,0
886,The street was singing with horns,0
886,Street sings with horns,0
886,Street singed with horns,0
886,The street singled with horns,0
886,She sang with horns.,0
886,The street singed with horns,0
886,Street calls with horns,0
886,The street sang with horns,0
886,Street singed with horns,0
886,The Street Song with Horns,0
886,Street sings with horns,0
886,Street has sung with horns,0
886,The street was singing with horns,0
886,Street singed with horns,0
886,Street sang with horns,0
886,The street sings with the horns,0
886,Changing the Street with Horns,0
886,The street sung with horns,0
886,The audience was singing with horns on the streets,0
886,The street was singing with horns,0
886,street was singing with horns,0
886,The street singed with horns,0
886,Street Song on Horns,0
886,Street was blacking with horns,0
886,Street singing with horns,0
887,The hall echoed with voices,1
887,The lobby resonated with sounds,1
887,The room echoed with talk,1
887,The debate was echoed by voices,0
887,The fair stimulated voice interest.,0
887,Voices are heard in the conference room,0
887,The Chamber was elected,0
887,The Chamber echoed the voices,0
887,The room echoed voices,0
887,The room echoed voices,0
887,The House echoed the voices of the audience.,0
887,The room echoed voices,0
887,The views which have been heard echoed in the gallery,0
887,Voices echoed in the Hall,0
887,Participants were heard in the debate.,0
887,The room reacted with voice,0
887,The voices of the participants reflected the Chamber.,0
887,The room had the same echo as the Earthquakes,0
887,The debate was heard by the voices of the,0
887,The style of the room echoes the voices,0
887,The voices resonated in the room.,0
887,These views were echoed by the public.,0
887,The room echoed that of the voices.,0
887,The forum echoed the voice of Canada's,0
887,The Chamber echoed voices,0
887,The room echoed the voices,0
887,The Assembly has echoed the voices of the members of the Assembly.,0
887,The Forum retained the votes,0
887,The debate reflected the voices,0
887,This was echoed in the Chamber.,0
887,The voice of the platform was also heard.,0
887,The room echoed the voices,0
887,The Stadium echoed the voices,0
887,The meeting was attended by members of the secretariat.,0
887,The conference room echoed the voices,0
887,The Chamber echoed the voices of the people,0
887,The Assembly echoed the voices of the organizations that had made the,0
887,The room received echo of voice,0
887,The room resonated with voice,0
887,The meeting room was the voice of the floor.,0
887,And this has given voice to the issue,0
888,The streets gushed with water,1
888,The river burst with garbage,1
888,Water-draught streets,0
888,Rounded streets are suitable for both recreational and recreational use.,0
888,Streets full of water,0
888,There is plenty of water on streets,0
888,The streets are rafted with water.,0
888,The streets are steep with water,0
888,Water-locked streets,0
888,The streets which provide water,0
888,The street is flooding with people,1
888,The streets are packed with water,1
888,Water is plentiful in streets,0
888,Water-packed streets,0
888,The streets bumped with water,0
888,The watered streets,0
888,"The streets, filled with water",0
888,Water-loving streets,0
888,Watered streets,0
888,Streets Boiled by Water,0
888,The streets were sprayed with water.,0
888,The streets are full of water,0
888,Street with water,0
888,The streets are flooded with water,0
888,Water-logged streets,0
888,Water-stressed streets,0
888,Waterborne streets,0
888,Streets filled with water,0
888,The streets topple with water.,0
888,Streets full of water,0
888,The streets are paved with water.,0
888,Water-Drived Streets,0
888,Through water-rich streets,0
888,The waterlogged streets,0
888,Water-tar streets,0
888,The streets are sprayed with water,0
888,Rising Streets of Water,0
888,"The streets, soaked with water",0
888,Water-Boiled Streets,0
888,Strawberry water in the streets,0
888,Water-filled streets,0
889,The garden is swarming with bees,1
889,The room buzzed with birds,1
889,The garden is full of bees,0
889,The area flooded with migrants,1
889,The garden is lined with bees,0
889,The round garden with bees,0
889,Garden is flooded with bees,0
889,Bees flower in the garden,0
889,The garden is full of bees,0
889,The garden is full of bees.,0
889,The gardens are full of bees,0
889,The garden is brimming with bees,0
889,"After a much better time, you'll discover the environment in the National Capital Region and the future of the city.",0
889,The garden is flooded with bees,0
889,The garden is surrounded by bees,0
889,The garden is full of bees,0
889,The garden is booming with bees.,0
889,Garden is tucked with bees,0
889,The Bee tree garden,0
889,The garden is flooded with bees,0
889,The garden is full of bees,0
889,The garden is full of bees.,0
889,The garden is full of bees,0
889,The garden is surrounded by bee-clothed trees and its surrounding area is the perfect place for people to enjoy the oak at all times.,0
889,The garden is flooded with bees,0
889,Garden is full of bees,0
889,There are bees in the garden.,0
889,The garden is lined with bees,0
889,The gardens are full of bees.,0
889,NRC-EX is the world leader in business.,0
889,The garden is full of bees,0
889,The garden has bees,0
889,The garden is full of bees.,0
889,The garden is sunlit with bees,0
889,The garden is packed with bees,0
889,Bees are plentiful in the garden,0
889,The garden is full of bees.,0
889,The garden is full of bees.,0
889,The garden is full of bees,0
889,The garden is olive-scale,0
889,The garden has a lot of bees,0
890,The garden abounds with flowers,1
890,The garden has many flowers and red fruit forming at an unbridled rate.,0
890,The container filled with objects,1
890,The garden is full of flowers.,0
890,Its gardens are full of flowers.,0
890,The garden is full of flowers.,0
890,The garden is full of flowers.,0
890,The garden is blooming.,0
890,The garden is filled with flowers,0
890,The garden is full of flowers.,0
890,Flowers are plentiful in the garden.,0
890,The garden is filled with flowers.,0
890,There are a lot of flowers in the garden.,0
890,The garden is full with flowers,0
890,Rich floriculture accompanies garden,0
890,Flowers abound in the garden.,0
890,The garden is filled with flowers,0
890,Garden is rich in flowers,0
890,The garden is rich in flowers.,0
890,The garden is full of flowers,0
890,The garden is full of flowers,0
890,The garden is full of flowers,0
890,The garden is full of flowers.,0
890,The garden is full of flowers.,0
890,The garden is full of flowers.,0
890,We enjoy flowers in the garden,0
890,The garden is filled with flowers,0
890,The garden is full of flowers.,0
890,The garden is full of flowers.,0
890,Flowers abound in the garden,0
890,The garden has a lot of flowering plants.,0
890,Flowers are plentiful in the garden,0
890,The garden is full of flowers,0
890,"In the garden, flowers abound.",0
890,It is a garden full of flowers.,0
890,The garden is full of flowers,0
890,The garden is rich in flowers.,0
890,The garden is full of flowers,0
890,The gardens are full of flowers.,0
890,The garden is full of flowers.,0
890,The garden is flooded with flowers,0
1185,The tree sang with birds.,1
1185,The city echoed with traffic,1
1185,The tree chanted with the birds.,0
1185,The tree was singing with birds.,0
1185,He was singing with birds.,0
1185,The tree sang with birds.,0
1185,The tree sang with birds.,0
1185,Trees sing with birds.,0
1185,The tree sang with the birds.,0
1185,The trees were singing with the birds.,0
1185,The tree chant with the birds.,0
1185,The tree singed with birds.,0
1185,The tree sang with birds.,0
1185,The tree sings with birds.,0
1185,The tree sang with birds.,0
1185,The tree sang with the birds.,0
1185,The tree was singing with the birds.,0
1185,The tree singed with birds.,0
1185,The tree sang with birds.,0
1185,The tree sang with birds.,0
1185,The tree had sung with birds.,0
1185,The tree sang with the birds.,0
1185,The tree sang with the birds.,0
1185,The tree was singing with birds.,0
1185,The tree was singing with birds.,0
1185,The tree sang with birds.,0
1185,The tree sang with birds.,0
1185,The tree sings with the birds.,0
1185,The tree sung with the birds.,0
1185,The tree sings with birds.,0
1185,The tree singed with birds.,0
1185,Tree sings with birds.,0
1185,The tree sang with birds.,0
1185,The tree sings with birds.,0
1185,The tree sing with the birds.,0
1185,The tree was singing with birds.,0
1185,The song of the tree was marked by the birds.,0
1185,The tree was singing with the birds.,0
1185,The tree sang with birds.,0
1185,The tree sang with birds.,0
1185,The tree singed with the birds.,0
891,Paula spanked the naughty child on the back with a paddle,1
891,Lezley hit the man on his back with her stick,1
891,Lezley recovered the nauseated child from her back by padding,0
891,Lezley examined the nautical child on his back with a paddle,0
891,Lezley covered the child who was naufrayed on the back of a paddle,0
891,Royall drove the child through the spine with a paddle.,0
891,Royall spanned the broken child in a paddle's back,0
891,Royall kisses the infernal infant at rear with a paddle,0
891,Royall knocked the car in the back with a hammer,1
891,Elijah had held the naughty child on his back with a paddler.,0
891,Elijah rounded the nauseous child up with a paddle,0
891,Elijah has strapped a paddle on the nauseous back child.,0
891,Elijah cut the nauseated child on his back with a paddle.,0
891,The dusk spread the nauseated child over the back with a lace,0
891,Mollie had stretched on the back of a shipwrecked child with a paddle.,0
891,Mollie covered the nauseatful child with a paddle on his back.,0
891,Mollie crossed the nauseated back with a paddle,0
891,Georgian Shale Child Crashing Back with Pager,0
891,Georgian extended nauseat child on her back with a paddle,0
891,Georgian was able to cover the wrecked child with a paddle on his back,0
891,Georgian has excluding child nautical on back with paddle,0
891,Tedd searched the nauseated child in the back with a paddle,0
891,The mother spanked the naughty child on the back with a paddle.,0
891,He covered the children’s slip on their back from their paddle,0
891,Pamphlet Covered on nauseatic child on back,0
891,Elijah hung the bed of the child who had died with a paddle.,0
891,Elijah had covered the nauseated child with a paddle on his back another time,0
891,Elijah travels the child nautical on his back with a paddle,0
891,Elijah swept the naughty child and gave him a paddle.,0
891,"Konstantine, who had stretched the child who had lost his back with a paddle",0
891,Konstantine ran the nauseated child in the back of a paddle.,0
891,Mr. Konstantine broke through the child nauseaily on his back with a paddle,0
891,Konstantine attaches a paddle to the naughty child on his back.,0
891,Claudie extended the back of the nautical child with a paddler,0
891,Claudie stretched the nautical child to the back with a paddle,0
891,Claudie had lifted his nauseat child in rub with his paddle,0
891,Claudie fled a paddle on the child's back from his wreck,0
891,Royall has the nauseous child clawed on his back with a paddler,0
891,"Royall kissed the nauseated child on his back, opening the paddle",0
891,Royall extended his belt with a paddler on the vice-nautical child of the rear.,0
891,"Royall covered the child, shipwrecked on his back from a paddleboat",0
892,Carol crushed the ice with a hammer,1
892,De Witt crushed the object with a car.,1
892,De Witt crushed the ice with a hammer,0
892,De Witt crushed the ice with a hammer,0
892,De Witt crushed the ice with a hammer,0
892,Julianna smashed the glass with her foot,1
892,Julianna crushed the ice with a hammer,0
892,Julianna crushed the ice with a hammer,0
892,Julianna crushed the ice with a hammer,0
892,Rickard crushed the ice with a hammer.,0
892,Rickard crushed the ice with a hammer,0
892,Rickard crushed the ice by hammering.,0
892,Rickard crushes ice with hammer,1
892,The spark crushed the ice with a hammer,0
892,The tide crushed the ice with a hammer,0
892,The tide crushed the ice with a hammer.,0
892,"LS Smith, Lieutenant-Commander, Crerar, and Chief of Land Staff",0
892,Joleen crushed the icing with a hammer,0
892,Joleen crushed the ice with a hammer,0
892,Joleen crushed the ice with a hammer,0
892,Joleen crushed the ice with a hammer.,0
892,Kristopher crushed the ice by a hammer.,0
892,Kristopher crushed the ice using a hammer,0
892,Kristopher crushed the ice with a hammer.,0
892,Kristopher crushed the ice with a hammer,0
892,Diandra crushed the ice in a hammer.,0
892,Diandra crushed the ice with a hammer.,0
892,Diandra crushed the ice with a hammer,0
892,Diandra crushed the ice with a hammer,0
892,The ice was crushed with a bottle,1
892,papa crushed the ice with a hammer.,0
892,papa crushed the ice with a hammer,0
892,papa crushed the ice with a hammer,0
892,crushed on ice with a hammer,0
892,soeur was crushing the ice with a hammer,0
892,star crushed the ice with a hammer,0
892,the sister crushed the ice with a hammer,0
892,Rey crushed the ice with a hammer,0
892,MacKay crushes the ice with a hammer,0
892,Rey crushes the ice with a hammer.,0
892,Rey crushed the ice with a hammer,0
893,Carol carved the stone with a chisel,1
893,Melissa sculpts the clay with a tool,1
893,Melissa cut paper with scissor,1
893,Melissa carved the stone with a mollusk,0
893,Melissa carved stone with a scissor,0
893,Evelina shapes the plants with shear,1
893,Evelina carved stone with a scissor,0
893,Evelina carves stone with barrel,0
893,Evelina carved stone with a scissor,0
893,Philomena carved the stone using a charcuterie,0
893,Philomena sculpted stone with a chic tree,0
893,Philomena carved stone with chisel,0
893,Flowers with crustal ornaments adorned Philomena with stone.,0
893,Photographs of the church were made and maps were painted.,0
893,Theodor carved stone with a scissor,0
893,Theodor shapes clay with his hand,1
893,Theodor carved the stone with a scissor,0
893,Donny sculpted the stone with a ciselle,0
893,Made from carving stone with a cisIPP,0
893,The stone sculpture with a chisel,0
893,Make carving stone with a scissor,0
893,Sibbie caroted the stone with a scielle,0
893,Sibbie engraved the stone with a shear.,0
893,Sibbie carved the stone with a scissor.,0
893,Sibbie carved the stone with a sash knife,0
893,Saxon carved the stone with a scissor.,0
893,Saxon carved the work of a chisel,0
893,Saxon carved stone with a log,0
893,Saxon carved the stone with a shear,0
893,Lazare sculpts the stone with a chisel.,0
893,Lazare carved stone with a shear,0
893,Lazare carved the stone with a scissor.,0
893,Lazare carved the stone with a chisel,0
893,hamlet carved stone with a scissor,0
893,Hamid carved the stone with a scissor,0
893,dredging carved the stone with a barge,0
893,Hamid carved the stone with a chisel,0
893,Biddie carved the stone with a chisel.,0
893,Biddi carved stone with a scissor,0
893,Biddie sculpted the stone with a chisel,0
893,Biddie sculpted the stone with a scissor,0
894,Paula hit the ball with a stick,1
894,"With a stick, she smacked the object",1
894,Ballet bullet punch plate with a stick,0
894,Hugh hit the ball with a stick containing the ball,0
894,She pushed the car with a rod,1
894,Weidar knocks ball with stick,0
894,Weidar hard hits ball with stick,0
894,Poidre knocks ball with stick,0
894,Weight hit ball with stick,0
894,The right foot beaten the bullet with a stick,0
894,Eadmund hit the ball with a stick,0
894,Embarded knocks ball with stick,0
894,A vertical attack hit the ball with a stick,0
894,Caralie hit the ball with a stick.,0
894,Caralie beat the ball with a stick,0
894,Caralie struck ball with stick,0
894,Caralie lightly hit the ball with a stick,0
894,Florina beat the ball with a stick,0
894,Florina struck the ball with a stick,0
894,Florina beat ball with stick,0
894,Florina reaching the ball with a stick,0
894,Kelcy shot with a stick,0
894,Kelcy hit the ball with stick,0
894,Kelcy beaten ball with stick,0
894,Kelcy shot the ball with a stick,0
894,Elnora struck the ball with a stick,1
894,Elnora beat the ball with a stick,0
894,Elnora beat a stick bullet,0
894,Elnora knocks ball with stick,0
894,Berri has done a stick on,0
894,Berri beat the ball with a stick,0
894,Berri received stick,0
894,Berri beaten the ball with a stick,0
894,Anabel hit the wall with a stick,1
894,Anabel shot a stick in the ball,0
894,Anabel beat with a stick,0
894,Anabel beaten the ball with a stick,0
894,Erminie shot ball with a ring,0
894,Erminie beat the ball with a stick,1
894,Erminie beat the ball with a stick,0
894,Erminia achieves ball with stick,0
895,Steve pelted Anna with acorns,1
895,Geri showered Kennith with flowers,1
895,The planes bombarded the city with bombs,1
895,The woman was showered with roses,1
895,Geri pela Kennith glands,0
895,Nevsa pelted Winonah with acorns,0
895,Winonah peeled Nevsa with glands,0
895,Nevsa pelted Winonah with acorns,0
895,Nevsa peeled Winonah with aconds,0
895,Rossie inflicted gags on us,0
895,Rossie peeled us with the glands,0
895,Rossie peeled us with glands,0
895,Rossie runny us with glands,0
895,Peeled Vanni Donat with aconds,0
895,Peeled Vanni Gifts with glands,0
895,Vanni Peé Donat through acorns,0
895,Chicken wool layer donates aconds,0
895,Elnora pelted Cordelia with acorns (Cordelia pelted with glands),0
895,Elnora pelote Cordelia with its glands,0
895,Elnora pelted Cordelia with acorns [Cordelia pelted].,0
895,Elnora pelted Cordelia with acorns,0
895,Light-coloured Elana with aconds,0
895,Elana hair peeled with aconds,0
895,Elana beaded with glands,0
895,Peeled Elana and Goggles,0
895,Olag pelated Doria with acorns,0
895,"Olag, the Doria peeled with aconds.",0
895,Peeled Olag Dorie with aconds,0
895,Peeled Olag Dorie with gland,0
895,Adair peeled Elnora with the aconds,0
895,Adair stayed near Elnora with aconds,0
895,Adair kisses Elnora with glands,0
895,Adair forages Elnora with aconds,0
895,Libbey pela Jocelyn with gland,0
895,Libbey peeled Jocelyn of glands,0
895,Libbey peeled Jocelyn with aconds,0
895,Libbey peeled Jocelyn of aconds,0
895,Alf pela Nanci with glands,0
895,Alf peeled Nanci with aconds,0
895,Alf peeled Nanci with acorns,0
895,Alf peeled Nanci with acond,0
896,Allison poked the cloth with the needle,1
896,Arlyne poker with needle device. I can’t wait to find some money in poker's money.,0
896,Arlyne sticked the tissue with the pencil.,1
896,Arlyne pulled out tissue with needle,0
896,Arlyne put the tissue with the needle,0
896,Nicolis jabbed the fabric with the stick,1
896,Nicolis fixed the needles' edges on the tissue.,0
896,Nicolis read the tissue with the needle,0
896,The fabric was sticked with the needle,1
896,Jud put the cloth into the needle,0
896,Jud put the fabric with the needle,0
896,Jud pointed the fabric,0
896,Jud put the fabric on the needle.,0
896,Hestia placed a needle on the tissues.,0
896,Hestia mounted the fabric with the needle,0
896,Hestia lights tissue with needle,0
896,Hestia flavoured with needle,0
896,Denise played tissue with needle,0
896,Denise shaped the cloth with the needle.,0
896,Déni testified that he played the needle cloth.,0
896,Denise has needled tissue,0
896,Channa put the fabric with the needle.,0
896,Channa put the fabric to the needle.,0
896,Channa marked tissue with needle,0
896,Channa flared the needle tissue,0
896,Desmund put the fabric through the needle.,0
896,Desmund put the fabric with the needle,0
896,Desmund poured the fabric into the needle.,0
896,The drawing used the needle to put the fabric in place.,0
896,The original needle was used to extract the tissue.,0
896,Arielle pulled the cloth by the needle.,0
896,Arielle secured the tissue with the needle,0
896,Ariel poured tissue with needle,0
896,Melanie had swollen the fabric with the needle,0
896,Melanie put the tissue online with the needle,0
896,Melanie kicked the tissue with the needle,0
896,Milanie pointed the fabric with the needle,0
896,Jude put the fabric with the needle,0
896,Jud threw the cloth on the needle,0
896,Jus put the cloth into the needle,0
896,Jud put tissue with needle,0
897,Paula spanked the child with her right hand,1
897,Burg slapped the person with his hand,1
897,Burg squeezed the child with his right hand,0
897,Burg turned the child in his right hand,0
897,Burg kissed the child with his right hand,0
897,Cyrille clubbed the child with her elbow,1
897,Cyrille extended the child from her right hand,0
897,Cyrille literally extended the child into his right hand,0
897,Cyrille swept the child by right hand,0
897,Kinsley Coupling the child with his/her right hand,0
897,The child escaped pertussis with his right hand.,0
897,Kinsley kisses child with right hand,0
897,Mother paddled the cat with a stick,1
897,Delay in child swell with right hand,0
897,Extension of child's height with right hand,0
897,Steps taken to delay children by giving them the right hand,0
897,Child at the moment of capture in the right hand,0
897,Gav stretched the child with his right hand,0
897,Gav covered the child with his right hand,0
897,A fracture squeezed the child's right hand,0
897,Gav blocked the child with his right hand,0
897,Baryram has named the child in his right hand.,0
897,Baryram took the child in his right hand,0
897,Baryram has capped the child with the right hand,0
897,Baryram has turned his right hand on the child,0
897,Terrye covered the child with his right hand.,0
897,Terrye granted the child a right hand,0
897,Terrye sent the child with his right hand,0
897,Terrye moved his child with his right hand,0
897,Shaylynn Tendered the Child with his right hand,0
897,Shaylynn tightened up the child with his right hand,0
897,Shaylynn had kissed the child with his straight hand.,0
897,Shaylynn kissed the child with his right hand,0
897,Noelle kissed the child with her right hand,0
897,Noelle kissed the child with his right hand.,0
897,Noelle stretched the child to the right.,0
897,Noelle kissed the child seriously on the right,0
897,Keith kissed the child with his right hand,0
897,Keith had kissed the child with his right hand,0
897,Keith kissed the child with his right hand,0
897,Keith staked the child on the right hand,0
898,Paula swatted the fly with a dishcloth,1
898,The strangers sliced the wall with a knife,1
898,She chopped the salad with a sword,1
898,The tree was being chopped with an axe,1
898,Birds banded on a tick panel with a costume,0
898,Necturus glossy with dish,0
898,A Bibi's bank body with a dish cloth was hunted for,0
898,A banked bird with a dishwashing cloth,0
898,Carried Bird on Bibi's plate,0
898,Northern Abalone Whale,0
898,Latin-billed whale with a garment,0
898,Latin-stained whale of Spain; dishwasher's whale,0
898,Latin-emerged whale with dish,0
898,"Shaded, scarlet cream with dish",0
898,"A muzzled, swampy whale",0
898,Deep Swampy Whale with flat,0
898,"Right Whale, Scarlet, Shaded, with belly",0
898,Insects Quentin thinned with peduncle,0
898,It is then sent to the cautain insect and equipped with a plate,0
898,Perfection Quentin in swab with flat,0
898,The tree is a herb with a flat flat on Quentin margins,0
898,1) Fringe Swab,0
898,"Flat hair, fused, scarlet Horse",0
898,Swamp Horse and Dish,0
898,Swamp Knight at Swamp,0
898,Gilli Mouse with dish,0
898,Gilli mouse with swab,0
898,Gilli swatted mouse with a dishcloth,0
898,Disinfection Mouse Swamp,0
898,Souris Swab Dani with a flat,0
898,Sample Ridge Mouse Dani,0
898,Dani-ulged Mouse with a rag,0
898,Swab Souris Dani with Clothing,0
898,A plush cat with a flat,0
898,Jozef with a flat base,0
898,Mix the cat with a dish cloth,0
898,• The cat is spotted with a flat.,0
898,"Singles with long shirts, worn",0
898,Fold patches of flat tissue,0
898,Hairless fin insect with a distribution sheet,0
898,Soosting and Dishwashing Insect,0
899,Carrie touched the cat with the stick,1
899,Dotti grazed the kite with a pencil.,1
899,She nudged the man with the car,1
899,She was rubbed with a towel,1
899,Dotti hit the kite with the stick,0
899,Ollie’s skin was on its head,0
899,The stick touched on Ollie's whale.,0
899,Ollie hit the whale with his stick,0
899,Ollie touched the whale with his baton,0
899,A bird on a farm is hit by the stick,0
899,The bulldozer hits the birds with the stick,0
899,A Farrell bird hit with the stick,0
899,A bird of agricultural age affected by the stick,0
899,Dotti struck the dog with the stick,0
899,Dotti touched his dog with the stick,0
899,Dotti hit the dog with the stick,0
899,Dotti touched the dog with the stick,0
899,Augie touched the kite with the stick.,0
899,Augie touched kite with stick,0
899,Augie touches with the male-chaton,0
899,Augie hit kite with stick,0
899,Karena touches the legs of the insect,0
899,Karena had a mosquitoe with the stick.,0
899,Karena touches the leaf with a stick,0
899,Karena touched insect with sticker,0
899,Ellis touched the bird with the stick,0
899,scars touched with stick,0
899,The blades touched the bird with the stick.,0
899,"A few years later, these conditions were further complicated by the fact that the birds were packaged in the spring.",0
899,Cordie touched the dog with the stick.,0
899,Cordie assaulted the dog with the stick,0
899,Cordie touched dog by the tarpaulin,0
899,Cordie touched dog with stick,0
899,Ollie touched the whale with the stick,0
899,Ollie touched the whale with the stick in Tempi.,0
899,Ollie touched the whale with the stick,0
899,Ollie touched the whale with the sticks,0
899,with the chicken affected with the stick,0
899,Kids are ready to make a direct contact with the chicken.,0
899,chickens with cane,0
899,you touched the chicken with the stick,0
900,Carrie touched his shoulder with the stick,1
900,Jimmy caressed his shoulder with a touch,1
900,We tickled his leg with the straw,1
900,Jimmy touched his shoulder with the stick,0
900,Jimmy hit her shoulder pointing the wand.,0
900,Shanan also hit her shoulder with her stick,0
900,Shanan hit her box with the wand,1
900,Shanan touched his shoulder with the stick.,0
900,Shanan hit his shoulder on the stick,0
900,Carla touched his shoulder with the stick,0
900,Carla touched his shoulder with the stick,0
900,Carla hit her shoulder with the stick,0
900,Carla touched his shoulder with the stick,0
900,Shanan touched her shoulder with the stick.,0
900,Shanan hit his shoulder with the stick,0
900,Shanan hit her shoulder with the stick.,0
900,Shanan hit his shoulder with the stick,0
900,Dasya struck her stuff with the tarp,1
900,Dasya started hitting her shoulder with the stick,1
900,Dasya touched the shoulder with the stick,0
900,Dasya hit his shoulder with the stick,0
900,Matty hit the shoulder with the stick,0
900,"Matty hit her shoulder, with a stick",0
900,He was touching his shoulder with the stick,0
900,Matty touched shoulder with stick,0
900,Saule poured his shoulder with the stick,0
900,Willow hit his shoulder with the stick,0
900,Willow started getting his shoulder touched by the stick.,0
900,Willow touched his shoulder with the stick,0
900,Xaviera hit her shoulder with the stick,0
900,Xaviera hit her spindle shoulder,0
900,Xaviera hit her shoulder with the stick,0
900,Xaviera pulled the shoulder with the stick,0
900,A crutch line hit him with the stick.,0
900,A guy touched his shoulder with the stick,0
900,Dance touched his shoulder with the stick,0
900,The stick hit the shoulder with a ball.,0
900,Tabitha touched his toe with the stick,0
900,Tabitha touched his shoulder with the stick,0
900,Tabitha hit his shoulder with his stick,0
900,Tabitha touched his shoulder with the stick.,0
901,The hammer crushed the marble,1
901,The tool splintered the wood,1
901,The ship started smashing the boat,1
901,The hammer cracked the object.,1
901,The hammer crushed the marble.,0
901,The hammer crushed the marble,0
901,Martel crushed marble,0
901,Martel crushed marble,0
901,The hammer crushed marble,0
901,The hammers crushed the marble,0
901,Marsh crushed marble,0
901,The hammer crushed the marble,0
901,The hammer shredded the marble,0
901,Marsh crushed marble,0
901,The hammer crushed the marble.,0
901,The hammer crushed the marble,0
901,The hammer crushed the marble.,0
901,The hammer crushed the marble.,0
901,hammer crushed marble,0
901,Marten crushed marble,0
901,The hammer crushed marble,0
901,The hammer crushed the marble.,0
901,Martel crushed marble,0
901,The hammer crushed the marble.,0
901,The hammer crushed the marble.,0
901,The hammer crushed marble,0
901,The hammer crushed the marble.,0
901,The hammer crushed the marble.,0
901,The hammer crushed marble,0
901,The hammer crushed marble,0
901,The hammer crushed the ball,0
901,• Sealed a new entry to the building,0
901,The hammer ground the marble,0
901,The hammer crushed the marble,0
901,Marsh has crushed marble,0
901,The hammer crushed the marble.,0
901,The hammer crushed the marble.,0
901,The hammer crushed marble,0
901,The hammer crushed marble in order to gain a better understanding of the realities involved and the way in which the site was used.,0
901,The hammer crushed the marble,0
901,The hammer crushed the marble.,0
902,The stick hit the fence,1
902,The tool struck the wall.,1
902,The machete knocked the table,1
902,The baton pounded the fence,1
902,The fence was beat by the fire extinguisher,1
902,Wall has thrown off,0
902,The stick hit the fence,0
902,The stick hit the fence,0
902,The stick hit the fence and the electrical outlet was closed.,0
902,The stick hit the fence.,0
902,The stick touched the fence,0
902,The stick hit the fencing,0
902,The handgrip contacted the fence,0
902,The stick came in the end.,0
902,The stick punctured the fence,0
902,The stick struck the patient,0
902,The stick reached the fence.,0
902,The stick hit the barrier,0
902,The sticker capped the fence,0
902,The stick broke through the fence,0
902,The stick fell on the fence,0
902,The stick hit the fence,0
902,The stick hit the fence,0
902,The stick struck the fence.,0
902,The stick hit the fence,0
902,The stick hit the fence,0
902,The sheet had been hit at the fence,0
902,The stick struck the fence,0
902,The stick has reached the fence.,0
902,The stick went as close as it could be,0
902,The stick came across the fence.,0
902,The stick hit the fence.,0
902,The stick hit the fence,0
902,The stick hit the fence.,0
