pk,cc,sentence,syntax,fd1,fd2,fd3,verb,augmented,dep,silver_cc,gold_cc
1149.0,"[{'text': 'Kerr', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'poem', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'AFF'}, {'text': 'them', 'q_value': 'PROP', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Kerr has recited a poem for them,,Volitional,Create,Affect,recited,1,"[{'text': 'Kerr', 'dep': 'nsubj'}, {'text': 'has', 'dep': 'aux'}, {'text': 'recited', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'poem', 'dep': 'dobj'}, {'text': 'for', 'dep': 'case'}, {'text': 'them', 'dep': 'nmod'}]",Kerr poem them,Kerr poem them
1149.0,"[{'text': 'Kerr', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'song', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'AFF'}, {'text': 'them', 'q_value': 'PROP', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Kerr has performed a song for them,,Volitional,Create,Affect,performed,1,"[{'text': 'Kerr', 'dep': 'nsubj'}, {'text': 'has', 'dep': 'aux'}, {'text': 'performed', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'song', 'dep': 'dobj'}, {'text': 'for', 'dep': 'case'}, {'text': 'them', 'dep': 'nmod'}]",Kerr song them,Kerr song them
1149.0,"[{'text': 'Blisse', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'speech', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'AFF'}, {'text': 'Mella', 'q_value': 'PROP', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Blisse is making a speech for Mella,,Volitional,Create,Affect,making,1,"[{'text': 'Blisse', 'dep': 'nsubj'}, {'text': 'is', 'dep': 'aux'}, {'text': 'making', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'speech', 'dep': 'dobj'}, {'text': 'for', 'dep': 'case'}, {'text': 'Mella', 'dep': 'nmod'}]",Blisse speech Mella,Blisse speech Mella
864.0,"[{'text': 'She', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'desserts', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 3, 'fd_relation': 'AFF'}, {'text': 'us', 'q_value': 'PROP', 'index': 3, 'dep': 'iobj', 'fd_relation': 'None'}]",She made us desserts,,Volitional,Create,Affect,made,1,"[{'text': 'She', 'dep': 'nsubj'}, {'text': 'made', 'dep': 'ROOT'}, {'text': 'us', 'dep': 'nsubj'}, {'text': 'desserts', 'dep': 'xcomp'}]",She desserts us,She desserts us
864.0,"[{'text': 'They', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'tables', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 3, 'fd_relation': 'AFF'}, {'text': 'us', 'q_value': 'PROP', 'index': 3, 'dep': 'iobj', 'fd_relation': 'None'}]",They made us tables,,Volitional,Create,Affect,made,1,"[{'text': 'They', 'dep': 'nsubj'}, {'text': 'made', 'dep': 'ROOT'}, {'text': 'us', 'dep': 'nsubj'}, {'text': 'tables', 'dep': 'xcomp'}]",They tables us,They tables us
1150.0,"[{'text': 'Betti', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 5, 'fd_relation': 'FRC'}, {'text': 'song', 'q_value': 'DES', 'index': 5, 'dep': 'dobj', 'fd_subsequent': 3, 'fd_relation': 'AFF'}, {'text': 'sister', 'q_value': 'PROP', 'index': 3, 'dep': 'iobj', 'fd_relation': 'None'}]",Betti sang her sister a song,,Volitional,Create,Affect,sang,1,"[{'text': 'Betti', 'dep': 'nsubj'}, {'text': 'sang', 'dep': 'ROOT'}, {'text': 'her', 'dep': 'nmod:poss'}, {'text': 'sister', 'dep': 'nsubj'}, {'text': 'a', 'dep': 'det'}, {'text': 'song', 'dep': 'xcomp'}]",Betti song sister,Betti song sister
1150.0,"[{'text': 'Claude', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 5, 'fd_relation': 'FRC'}, {'text': 'program', 'q_value': 'DES', 'index': 5, 'dep': 'dobj', 'fd_subsequent': 3, 'fd_relation': 'AFF'}, {'text': 'me', 'q_value': 'PROP', 'index': 3, 'dep': 'iobj', 'fd_relation': 'None'}]",Claude designed me a program,,Volitional,Create,Affect,designed,1,"[{'text': 'Claude', 'dep': 'nsubj'}, {'text': 'designed', 'dep': 'ROOT'}, {'text': 'me', 'dep': 'iobj'}, {'text': 'a', 'dep': 'det'}, {'text': 'program', 'dep': 'dobj'}]",Claude program me,Claude program me
865.0,"[{'text': 'Eba', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Eba sculpts,,Volitional,Internal,none,sculpts,1,"[{'text': 'Eba', 'dep': 'nsubj'}, {'text': 'sculpts', 'dep': 'ROOT'}]",Eba,Eba
865.0,"[{'text': 'They', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",They design,,Volitional,Internal,none,design,1,"[{'text': 'They', 'dep': 'nsubj'}, {'text': 'design', 'dep': 'ROOT'}]",They,They
866.0,"[{'text': 'Justine', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Justine was chiseling,,Volitional,Internal,none,chiseling,1,"[{'text': 'Justine', 'dep': 'nsubj'}, {'text': 'was', 'dep': 'aux'}, {'text': 'chiseling', 'dep': 'ROOT'}]",Justine,Justine
866.0,"[{'text': 'Glyn', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Glyn etched,,Volitional,Internal,none,etched,1,"[{'text': 'Glyn', 'dep': 'nsubj'}, {'text': 'etched', 'dep': 'ROOT'}]",Glyn,Glyn
867.0,"[{'text': 'Roberto', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Roberto designed,,Volitional,Internal,none,designed,1,"[{'text': 'Roberto', 'dep': 'nsubj'}, {'text': 'designed', 'dep': 'ROOT'}]",Roberto,Roberto
867.0,"[{'text': 'Torry', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Torry sculpted,,Volitional,Internal,none,sculpted,1,"[{'text': 'Torry', 'dep': 'nsubj'}, {'text': 'sculpted', 'dep': 'ROOT'}]",Torry,Torry
868.0,"[{'text': 'Ira', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Ms. Ira was writing,,Volitional,Internal,none,writing,1,"[{'text': 'Ms.', 'dep': 'compound'}, {'text': 'Ira', 'dep': 'nsubj'}, {'text': 'was', 'dep': 'aux'}, {'text': 'writing', 'dep': 'ROOT'}]",Ira,Ira
868.0,"[{'text': 'Shelly', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Shelly painted,,Volitional,Internal,none,painted,1,"[{'text': 'Shelly', 'dep': 'nsubj'}, {'text': 'painted', 'dep': 'ROOT'}]",Shelly,Shelly
1151.0,"[{'text': 'Josey', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Josey spoke,,Volitional,Internal,none,spoke,1,"[{'text': 'Josey', 'dep': 'nsubj'}, {'text': 'spoke', 'dep': 'ROOT'}]",Josey,Josey
1151.0,"[{'text': 'Theodor', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Theodor recited,,Volitional,Internal,none,recited,1,"[{'text': 'Theodor', 'dep': 'nsubj'}, {'text': 'recited', 'dep': 'ROOT'}]",Theodor,Theodor
1151.0,"[{'text': 'Lil', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Mrs. Lil sang,,Volitional,Internal,none,sang,1,"[{'text': 'Mrs.', 'dep': 'compound'}, {'text': 'Lil', 'dep': 'nsubj'}, {'text': 'sang', 'dep': 'ROOT'}]",Lil,Lil
1152.0,"[{'text': 'Ezquiel', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Ezquiel repeated,,Volitional,Internal,none,repeated,1,"[{'text': 'Ezquiel', 'dep': 'nsubj'}, {'text': 'repeated', 'dep': 'ROOT'}]",Ezquiel,Ezquiel
1152.0,"[{'text': 'Gabriell', 'q_value': 'VOL::INTL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Gabriell practiced,,Volitional,Internal,none,practiced,1,"[{'text': 'Gabriell', 'dep': 'nsubj'}, {'text': 'practiced', 'dep': 'ROOT'}]",Gabriell,Gabriell
869.0,"[{'text': 'wife', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'children', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",My wife had children,,Volitional,Create,none,had,1,"[{'text': 'My', 'dep': 'nmod:poss'}, {'text': 'wife', 'dep': 'nsubj'}, {'text': 'had', 'dep': 'ROOT'}, {'text': 'children', 'dep': 'dobj'}]",wife children,wife children
869.0,"[{'text': 'They', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'babies', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",They had babies,,Volitional,Create,none,had,1,"[{'text': 'They', 'dep': 'nsubj'}, {'text': 'had', 'dep': 'ROOT'}, {'text': 'babies', 'dep': 'dobj'}]",They babies,They babies
869.0,"[{'text': 'cat', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'kittens', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",The cat made kittens,,Volitional,Create,none,made,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'cat', 'dep': 'nsubj'}, {'text': 'made', 'dep': 'ROOT'}, {'text': 'kittens', 'dep': 'dobj'}]",cat kittens,cat kittens
869.0,"[{'text': 'dogs', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'puppies', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",The dogs had puppies,,Volitional,Create,none,had,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'dogs', 'dep': 'nsubj'}, {'text': 'had', 'dep': 'ROOT'}, {'text': 'puppies', 'dep': 'dobj'}]",dogs puppies,dogs puppies
870.0,"[{'text': 'insects', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'water', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",The insects spit water,,Volitional,Create,none,spit,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'insects', 'dep': 'nsubj'}, {'text': 'spit', 'dep': 'ROOT'}, {'text': 'water', 'dep': 'dobj'}]",insects water,insects water
870.0,"[{'text': 'horse', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'smoke', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",The horse blew smoke,,Volitional,Create,none,blew,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'horse', 'dep': 'nsubj'}, {'text': 'blew', 'dep': 'ROOT'}, {'text': 'smoke', 'dep': 'dobj'}]",horse smoke,horse smoke
870.0,"[{'text': 'animals', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'steam', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",The animals released steam,,Volitional,Create,none,released,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'animals', 'dep': 'nsubj'}, {'text': 'released', 'dep': 'ROOT'}, {'text': 'steam', 'dep': 'dobj'}]",animals steam,animals steam
870.0,"[{'text': 'cat', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'fire', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",fire breathed by cat,,Volitional,Create,none,fire,1,"[{'text': 'fire', 'dep': 'ROOT'}, {'text': 'breathed', 'dep': 'acl'}, {'text': 'by', 'dep': 'case'}, {'text': 'cat', 'dep': 'nmod'}]",cat fire,cat fire
871.0,"[{'text': 'Dynah', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 3, 'fd_relation': 'FRC'}, {'text': 'toys', 'q_value': 'DES', 'index': 3, 'dep': 'dobj', 'fd_relation': 'None'}]",Dynah designs toys,,Volitional,Create,none,toys,1,"[{'text': 'Dynah', 'dep': 'amod'}, {'text': 'designs', 'dep': 'nsubj'}, {'text': 'toys', 'dep': 'ROOT'}]",Dynah toys,Dynah toys
871.0,"[{'text': 'man', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 3, 'fd_relation': 'FRC'}, {'text': 'Things', 'q_value': 'DES', 'index': 3, 'dep': 'dobj', 'fd_relation': 'None'}]",Things are designed by the man,,Volitional,Create,none,designed,1,"[{'text': 'Things', 'dep': 'nsubjpass'}, {'text': 'are', 'dep': 'auxpass'}, {'text': 'designed', 'dep': 'ROOT'}, {'text': 'by', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'man', 'dep': 'nmod'}]",man Things,man Things
872.0,"[{'text': 'Britta', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'city', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Britta built a city,,Volitional,Create,none,built,1,"[{'text': 'Britta', 'dep': 'nsubj'}, {'text': 'built', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'city', 'dep': 'dobj'}]",Britta city,Britta city
872.0,"[{'text': 'Hermie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'machine', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Hermie put together a machine,,Volitional,Create,none,put,1,"[{'text': 'Hermie', 'dep': 'nsubj'}, {'text': 'put', 'dep': 'ROOT'}, {'text': 'together', 'dep': 'compound:prt'}, {'text': 'a', 'dep': 'det'}, {'text': 'machine', 'dep': 'dobj'}]",Hermie machine,Hermie machine
872.0,"[{'text': 'Cleon', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'carriage', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Cleon built a carriage,,Volitional,Create,none,built,1,"[{'text': 'Cleon', 'dep': 'nsubj'}, {'text': 'built', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'carriage', 'dep': 'dobj'}]",Cleon carriage,Cleon carriage
872.0,"[{'text': 'Hermie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'bridge', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Hermie built a bridge.,,Volitional,Create,none,built,1,"[{'text': 'Hermie', 'dep': 'nsubj'}, {'text': 'built', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'bridge', 'dep': 'dobj'}, {'text': '.', 'dep': 'punct'}]",Hermie bridge,Hermie bridge
872.0,"[{'text': 'Ingeborg', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'fence', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Ingeborg has built a fence,,Volitional,Create,none,built,1,"[{'text': 'Ingeborg', 'dep': 'nsubj'}, {'text': 'has', 'dep': 'aux'}, {'text': 'built', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'fence', 'dep': 'dobj'}]",Ingeborg fence,Ingeborg fence
873.0,"[{'text': 'Carlee', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'air', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Carlee breathed out air,,Volitional,Create,none,breathed,1,"[{'text': 'Carlee', 'dep': 'nsubj'}, {'text': 'breathed', 'dep': 'ROOT'}, {'text': 'out', 'dep': 'compound:prt'}, {'text': 'air', 'dep': 'dobj'}]",Carlee air,Carlee air
873.0,"[{'text': 'Carlee', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'water', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Carlee spit out water,,Volitional,Create,none,spit,1,"[{'text': 'Carlee', 'dep': 'nsubj'}, {'text': 'spit', 'dep': 'ROOT'}, {'text': 'out', 'dep': 'compound:prt'}, {'text': 'water', 'dep': 'dobj'}]",Carlee water,Carlee water
873.0,"[{'text': 'Angie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'breath', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Angie let out his breath,,Volitional,Create,none,let,1,"[{'text': 'Angie', 'dep': 'nsubj'}, {'text': 'let', 'dep': 'ROOT'}, {'text': 'out', 'dep': 'compound:prt'}, {'text': 'his', 'dep': 'nmod:poss'}, {'text': 'breath', 'dep': 'dobj'}]",Angie breath,Angie breath
873.0,"[{'text': 'man', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'light', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",A man emitted light,,Volitional,Create,none,emitted,1,"[{'text': 'A', 'dep': 'det'}, {'text': 'man', 'dep': 'nsubj'}, {'text': 'emitted', 'dep': 'ROOT'}, {'text': 'light', 'dep': 'dobj'}]",man light,man light
874.0,"[{'text': 'Malissia', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'name', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Malissia entered his name.,,Volitional,Create,none,entered,1,"[{'text': 'Malissia', 'dep': 'nsubj'}, {'text': 'entered', 'dep': 'ROOT'}, {'text': 'his', 'dep': 'nmod:poss'}, {'text': 'name', 'dep': 'dobj'}, {'text': '.', 'dep': 'punct'}]",Malissia name,Malissia name
874.0,"[{'text': 'Malissia', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'name', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Malissia wrote her name,,Volitional,Create,none,wrote,1,"[{'text': 'Malissia', 'dep': 'nsubj'}, {'text': 'wrote', 'dep': 'ROOT'}, {'text': 'her', 'dep': 'nmod:poss'}, {'text': 'name', 'dep': 'dobj'}]",Malissia name,Malissia name
874.0,"[{'text': 'Cirilo', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'request', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Cirilo has written out his request,,Volitional,Create,none,written,1,"[{'text': 'Cirilo', 'dep': 'nsubj'}, {'text': 'has', 'dep': 'aux'}, {'text': 'written', 'dep': 'ROOT'}, {'text': 'out', 'dep': 'compound:prt'}, {'text': 'his', 'dep': 'nmod:poss'}, {'text': 'request', 'dep': 'dobj'}]",Cirilo request,Cirilo request
874.0,"[{'text': 'Alie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Alie typed out the book,,Volitional,Create,none,typed,1,"[{'text': 'Alie', 'dep': 'nsubj'}, {'text': 'typed', 'dep': 'ROOT'}, {'text': 'out', 'dep': 'compound:prt'}, {'text': 'the', 'dep': 'det'}, {'text': 'book', 'dep': 'dobj'}]",Alie book,Alie book
875.0,"[{'text': 'Gerhard', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'image', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Gerhard draws an image,,Volitional,Create,none,draws,1,"[{'text': 'Gerhard', 'dep': 'nsubj'}, {'text': 'draws', 'dep': 'ROOT'}, {'text': 'an', 'dep': 'det'}, {'text': 'image', 'dep': 'dobj'}]",Gerhard image,Gerhard image
875.0,"[{'text': 'Gerhard', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'photo', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Gerhard drew a photo,,Volitional,Create,none,drew,1,"[{'text': 'Gerhard', 'dep': 'nsubj'}, {'text': 'drew', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'photo', 'dep': 'dobj'}]",Gerhard photo,Gerhard photo
875.0,"[{'text': 'Gerhard', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'portrait', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Gerhard designed a portrait,,Volitional,Create,none,designed,1,"[{'text': 'Gerhard', 'dep': 'nsubj'}, {'text': 'designed', 'dep': 'ROOT'}, {'text': 'a', 'dep': 'det'}, {'text': 'portrait', 'dep': 'dobj'}]",Gerhard portrait,Gerhard portrait
875.0,"[{'text': 'Terri', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'image', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Terri sketches an image,,Volitional,Create,none,sketches,1,"[{'text': 'Terri', 'dep': 'nsubj'}, {'text': 'sketches', 'dep': 'ROOT'}, {'text': 'an', 'dep': 'det'}, {'text': 'image', 'dep': 'dobj'}]",Terri image,Terri image
875.0,"[{'text': 'Jessalin', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'paints', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Jessalin paints a picture,,Volitional,Create,none,picture,1,"[{'text': 'Jessalin', 'dep': 'compound'}, {'text': 'paints', 'dep': 'nsubj'}, {'text': 'a', 'dep': 'det'}, {'text': 'picture', 'dep': 'ROOT'}]",Jessalin paints,Jessalin paints
875.0,"[{'text': 'Dorise', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'photo', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Dorise makes the photo,,Volitional,Create,none,makes,1,"[{'text': 'Dorise', 'dep': 'nsubj'}, {'text': 'makes', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'photo', 'dep': 'dobj'}]",Dorise photo,Dorise photo
876.0,"[{'text': 'Vinni', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'object', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Vinni made an object,,Volitional,Create,none,made,1,"[{'text': 'Vinni', 'dep': 'nsubj'}, {'text': 'made', 'dep': 'ROOT'}, {'text': 'an', 'dep': 'det'}, {'text': 'object', 'dep': 'dobj'}]",Vinni object,Vinni object
876.0,"[{'text': 'Trevar', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'machine', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Trevar put together a machine,,Volitional,Create,none,put,1,"[{'text': 'Trevar', 'dep': 'nsubj'}, {'text': 'put', 'dep': 'ROOT'}, {'text': 'together', 'dep': 'advmod'}, {'text': 'a', 'dep': 'det'}, {'text': 'machine', 'dep': 'dobj'}]",Trevar machine,Trevar machine
876.0,"[{'text': 'Mattie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'entity', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Mattie created an entity,,Volitional,Create,none,created,1,"[{'text': 'Mattie', 'dep': 'nsubj'}, {'text': 'created', 'dep': 'ROOT'}, {'text': 'an', 'dep': 'det'}, {'text': 'entity', 'dep': 'dobj'}]",Mattie entity,Mattie entity
876.0,"[{'text': 'Mattie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'sandwich', 'q_value': 'DES', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Mattie made the sandwich in the kitchen,,Volitional,Create,none,made,1,"[{'text': 'Mattie', 'dep': 'nsubj'}, {'text': 'made', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'sandwich', 'dep': 'dobj'}, {'text': 'in', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'kitchen', 'dep': 'nmod'}]",Mattie sandwich,Mattie sandwich
877.0,"[{'text': 'Jessie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 3, 'fd_relation': 'FRC'}, {'text': 'vegetables', 'q_value': 'DES', 'index': 3, 'dep': 'dobj', 'fd_relation': 'None'}]",Jessie cooked vegetables,,Volitional,Create,none,cooked,1,"[{'text': 'Jessie', 'dep': 'nsubj'}, {'text': 'cooked', 'dep': 'ROOT'}, {'text': 'vegetables', 'dep': 'dobj'}]",Jessie vegetables,Jessie vegetables
